,Unnamed: 0,BHSsort,〔KJVverseID｜book｜chapter｜verse〕,BHSA,extendedStrongNumber,Root
21747,171145,171146,〔8483｜10｜18｜4〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
43,199,200,〔11｜1｜1｜11〕,<H>אָ֑רֶץ<h><H> <h>,776,ארצ
9315,67620,67621,〔3496｜3｜25｜26〕,<H>גְאֻלָּתֹֽו<h><H>׃ <h>,1353,גאל
6913,51804,51805,〔2706｜2｜39｜41〕,<H>שְּׂרָ֖ד<h><H> <h>,8278,שׂרד
45681,336063,336064,〔12873｜18｜1｜3〕,<H>צֶֽמֶד<h><H>־<h>,6776,
18607,142219,142220,〔7249｜9｜2｜8〕,<H>אֶ֔רֶץ<h><H> <h>,776,ארצ
26457,210440,210441,〔10186｜12｜23｜20〕,<H>אָדָ֖ם<h><H> <h>,120,אדמ
25027,197833,197834,〔9663｜12｜5｜15〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
21931,172581,172582,〔8536｜10｜19｜24〕,<H>שְׂפָמֹ֗ו<h><H> <h>,8222,
9584,69396,69397,〔3594｜3｜27｜23〕,<H>יֹּבֵ֑ל<h><H> <h>,3104,יבל
28193,221832,221833,〔18220｜23｜30｜2〕,<H>צֵ֥ל<h><H> <h>,6738,
42439,318372,318373,〔14644｜19｜48｜9〕,<H>הֵיכָלֶֽךָ<h><H>׃ <h>,1964,יכל
15637,115730,115731,〔5966｜6｜6｜16〕,<H>כֹּהֲנִ֖ים<h><H> <h>,3548,כהנ
53562,380357,380358,〔12150｜15｜5｜15〕,<H>הֵיכְלָ֖א<h><H> <h>,1965,
8660,63503,63504,〔3261｜3｜18｜9〕,<H>מֹולֶ֣דֶת<h><H> <h>,4138,ילד
24464,192721,192722,〔9442｜11｜20｜33〕,<H>אֲנָשִׁים֩<h><H> <h>,376,אנשׁ
6619,50651,50652,〔2646｜2｜38｜12〕,<H>כָּֽסֶף<h><H>׃ <h>,3701,כספ
26411,210074,210075,〔10174｜12｜23｜8〕,<H>אִ֖ישׁ<h><H> <h>,376,אנשׁ
25436,201273,201274,〔9800｜12｜10｜6〕,<H>מֶּ֨לֶךְ֙<h><H> <h>,4428,מלכ
21350,167820,167821,〔8348｜10｜13｜30〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
19245,148278,148279,〔7508｜9｜13｜22〕,<H>חֶ֤רֶב<h><H> <h>,2719,חרב
52443,374039,374040,〔21915｜27｜6｜9〕,<H>ל<h><H>־<h>,3606,
4336,36056,36057,〔1883｜2｜13｜15〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
38595,293217,293218,〔22236｜28｜10｜10〕,<QR><H>עֹונֹתָֽם<h><H>׃<h><qr>,5868,
7190,53523,53524,〔2798｜3｜4｜2〕,<H>נֶ֗פֶשׁ<h><H> <h>,5315,נפשׁ
16075,119819,119820,〔6124｜6｜11｜16〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
57918,414826,414827,〔11538｜14｜17｜14〕,<H>פְקֻדָּתָ֖ם<h><H> <h>,6486,פקד
13472,99228,99229,〔5192｜5｜10｜5〕,<H>לֻּחֹ֔ת<h><H> <h>,3871,
48226,351103,351104,〔16851｜20｜16｜10〕,<H>מֶ֑לֶךְ<h><H> <h>,4428,מלכ
771,4940,4941,〔266｜1｜10｜31〕,<H>לְשֹׁנֹתָ֑ם<h><H> <h>,3956,
40978,309368,309369,〔23087｜38｜14｜18〕,<H>גֹּויִ֔ם<h><H> <h>,1471,
48378,351828,351829,〔16926｜20｜18｜24〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
38593,293201,293202,〔22235｜28｜10｜9〕,<H>מִלְחָמָ֖ה<h><H> <h>,4421,לחמ
3042,24862,24863,〔1327｜1｜44｜2〕,<H>כֶּ֗סֶף<h><H> <h>,3701,כספ
27517,217450,217451,〔17970｜23｜15｜9〕,<H>מֵ֤י<h><H> <h>,4325,
53578,380421,380422,〔12152｜15｜5｜17〕,<H>רְע֥וּת<h><H> <h>,7470,
40269,303943,303944,〔22832｜36｜3｜11〕,<H>קָדְשִֽׁי<h><H>׃ <h>,6944,קדשׁ
39664,300545,300546,〔22633｜33｜4｜12〕,<H>עֲצָתֹ֑ו<h><H> <h>,6098,יעצ
50264,363554,363555,〔20314｜25｜1｜3〕,<H>עֹ֨נִי֙<h><H> <h>,6040,
15154,111785,111786,〔5784｜5｜32｜25〕,<H>שֵׂיבָֽה<h><H>׃ <h>,7872,
45591,335623,335624,〔16360｜19｜147｜8〕,<H>אָ֣רֶץ<h><H> <h>,776,ארצ
38653,293622,293623,〔22262｜28｜12｜9〕,<H>מֹועֵֽד<h><H>׃ <h>,4150,יעד
18218,139225,139226,〔7031｜7｜19｜6〕,<H>אִ֔ישׁ<h><H> <h>,376,אנשׁ
14303,105245,105246,〔5470｜5｜21｜22〕,<H>אִ֗ישׁ<h><H> <h>,376,אנשׁ
45441,334795,334796,〔16284｜19｜141｜7〕,<H>שְׁאֹֽול<h><H>׃ <h>,7585,שׁאל
3212,26405,26406,〔1414｜1｜46｜27〕,<H>נֶ֣פֶשׁ<h><H> <h>,5315,נפשׁ
49435,358185,358186,〔17582｜22｜3｜10〕,<H>אַהֲבָ֔ה<h><H> <h>,160,
34239,266650,266651,〔20558｜26｜5｜11〕,<H>נְאֻם֮<h><H> <h>,5002,נאמ
30571,237588,237589,〔19085｜24｜5｜26〕,<H>אֲנָשִׁ֥ים<h><H> <h>,582,אנשׁ
27511,217432,217433,〔17968｜23｜15｜7〕,<H>נַ֥חַל<h><H> <h>,5158,נחל
40859,308485,308486,〔23052｜38｜12｜6〕,<H>כִיֹּ֧ור<h><H> <h>,3595,
20993,164756,164757,〔8218｜10｜8｜8〕,<H>מֶּ֧לֶךְ<h><H> <h>,4428,מלכ
43096,321678,321679,〔14941｜19｜69｜5〕,<H>אִוַּלְתִּ֑י<h><H> <h>,200,
5683,44933,44934,〔2357｜2｜29｜20〕,<H>בֹּ֤הֶן<h><H> <h>,931,
44116,327267,327268,〔15484｜19｜97｜5〕,<H>דֹּונַ֗ג<h><H> <h>,1749,
28420,223102,223103,〔18294｜23｜33｜14〕,<H>עֹולָֽם<h><H>׃ <h>,5769,עלמ
4400,36662,36663,〔1911｜2｜14｜21〕,<H>קָדִ֤ים<h><H> <h>,6921,קדמ
56469,404676,404677,〔11104｜13｜26｜26〕,<H>מֶּ֗לֶךְ<h><H> <h>,4428,מלכ
14111,103584,103585,〔5392｜5｜18｜7〕,<H>אֶחָיו֙<h><H> <h>,251,
10742,76883,76884,〔4030｜4｜11｜5〕,<H>אֲבַטִּחִ֔ים<h><H> <h>,20,
2379,19524,19525,〔1040｜1｜35｜28〕,<H>מְאַ֥ת<h><H> <h>,3967,
47702,348392,348393,〔16557｜20｜6｜16〕,<QR><H>תֹּועֲבַ֥ת<h><H> <h><qr>,8441,תעב
2287,18631,18632,〔992｜1｜34｜11〕,<H>אַחֶ֔יהָ<h><H> <h>,251,
54339,384954,384955,〔12363｜16｜4｜3〕,<H>חֹומַ֥ת<h><H> <h>,2346,
2415,20001,20002,〔1072｜1｜36｜31〕,<H>מְּלָכִ֔ים<h><H> <h>,4428,מלכ
50839,366718,366719,〔12751｜17｜3｜3〕,<H>מֶּ֖לֶךְ<h><H> <h>,4428,מלכ
16014,119346,119347,〔6105｜6｜10｜40〕,<H>אָ֡רֶץ<h><H> <h>,776,ארצ
31589,245521,245522,〔19465｜24｜22｜10〕,<H>אֶ֥רֶץ<h><H> <h>,776,ארצ
21485,168684,168685,〔8383｜10｜14｜26〕,<H>רֹאשֹׁ֔ו<h><H> <h>,7218,ראשׁ
10127,73352,73353,〔3823｜4｜5｜30〕,<H>אִ֗ישׁ<h><H> <h>,376,אנשׁ
49227,356795,356796,〔7175｜8｜3｜2〕,<H>גֹּ֥רֶן<h><H> <h>,1637,
50343,364025,364026,〔20336｜25｜2｜3〕,<H>אֵ֣שׁ<h><H> <h>,784,אשׁ
12791,93830,93831,〔4945｜5｜2｜6〕,<H>אֹ֣כֶל<h><H> <h>,400,אכל
16630,124817,124818,〔6403｜6｜21｜21〕,<H>מִגְרָשֶֽׁהָ<h><H>׃ <h>,4054,גרשׁ
48064,350262,350263,〔16760｜20｜13｜12〕,<H>תֹּוחֶ֣לֶת<h><H> <h>,8431,יחל
32353,251945,251946,〔19753｜24｜32｜21〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
38854,294844,294845,〔22337｜29｜2｜25〕,<H>חָסִ֣יל<h><H> <h>,2625,חסל
31434,244151,244152,〔19410｜24｜19｜2〕,<QR><H>חַרְסִ֑ית<h><H> <h><qr>,2777,
10345,74461,74462,〔3888｜4｜7｜37〕,<H>כֶּ֔סֶף<h><H> <h>,3701,כספ
35626,275990,275991,〔21026｜26｜23｜18〕,<H>אֲחֹותָֽהּ<h><H>׃ <h>,269,
45918,337672,337673,〔12990｜18｜6｜11〕,<H>כֹּחִ֥י<h><H> <h>,3581,
2783,22960,22961,〔1230｜1｜41｜34〕,<H>פְּקִדִ֖ים<h><H> <h>,6496,פקד
15496,114462,114463,〔5915｜6｜4｜4〕,<H>אִ֔ישׁ<h><H> <h>,376,אנשׁ
42793,320294,320295,〔14812｜19｜60｜4〕,<H>קֹ֣שֶׁט<h><H> <h>,7189,
37985,289781,289782,〔21685｜26｜47｜5〕,<H>מֵ֣י<h><H> <h>,4325,
6561,50429,50430,〔2634｜2｜37｜29〕,<H>קֹ֔דֶשׁ<h><H> <h>,6944,קדשׁ
58729,422100,422101,〔11839｜14｜30｜11〕,<H>אֲנָשִׁ֛ים<h><H> <h>,582,אנשׁ
26044,206968,206969,〔10045｜12｜18｜20〕,<H>עֵצָ֥ה<h><H> <h>,6098,יעצ
14112,103593,103594,〔5393｜5｜18｜8〕,<H>חֵ֥לֶק<h><H> <h>,2506,חלק
58349,418753,418754,〔11701｜14｜24｜23〕,<H>תְקוּפַ֣ת<h><H> <h>,8622,נקפ
39864,301722,301723,〔22704｜34｜2｜4〕,<H>לַּפִּידִ֔ם<h><H> <h>,3940,
48672,353441,353442,〔17090｜20｜24｜10〕,<H>כֹּחֶֽכָה<h><H>׃ <h>,3581,
15151,111777,111778,〔5784｜5｜32｜25〕,<H>אֵימָ֑ה<h><H> <h>,367,
32020,249058,249059,〔19620｜24｜28｜1〕,<H>מַמְלֶ֨כֶת֙<h><H> <h>,4467,מלכ
4866,40590,40591,〔2115｜2｜22｜1〕,<H>אִישׁ֙<h><H> <h>,376,אנשׁ
3267,26793,26794,〔1433｜1｜47｜12〕,<H>אֶחָ֔יו<h><H> <h>,251,
4578,38003,38004,〔1979｜2｜16｜31〕,<H>מָ֑ן<h><H> <h>,4478,
31179,242095,242096,〔19313｜24｜14｜19〕,<H>נַפְשֶׁ֔ךָ<h><H> <h>,5315,נפשׁ
22874,180065,180066,〔8898｜11｜6｜1〕,<H>מֵאֹ֣ות<h><H> <h>,3967,
57990,415488,415489,〔11569｜14｜18｜26〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
2474,20511,20512,〔1103｜1｜37｜19〕,<H>בַּ֛עַל<h><H> <h>,1167,בעל
26093,207283,207284,〔10057｜12｜18｜32〕,<H>אֶרֶץ֩<h><H> <h>,776,ארצ
39074,296318,296319,〔22416｜30｜4｜5〕,<H>אֲדֹנָ֥י<h><H> <h>,136,אדנ
31564,245299,245300,〔19456｜24｜22｜1〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
9341,67779,67780,〔3503｜3｜25｜33〕,<H>אֲחֻזָּתָ֔ם<h><H> <h>,272,אחז
47624,348012,348013,〔16517｜20｜4｜26〕,<H>מַעְגַּ֣ל<h><H> <h>,4570,
40951,309176,309177,〔23080｜38｜14｜11〕,<H>חֵ֖רֶם<h><H> <h>,2764,חרמ
24904,196861,196862,〔9623｜12｜4｜19〕,<H>רֹאשִׁ֑י<h><H> <h>,7218,ראשׁ
36214,279180,279181,〔21201｜26｜29｜17〕,<H>חֹ֑דֶשׁ<h><H> <h>,2320,חדשׁ
50868,366900,366901,〔12757｜17｜3｜9〕,<H>מְּלָאכָ֔ה<h><H> <h>,4399,מלאכ
22052,173424,173425,〔8568｜10｜20｜13〕,<H>אִישׁ֙<h><H> <h>,376,אנשׁ
23895,187252,187253,〔9204｜11｜13｜19〕,<H>מָֽיִם<h><H>׃ <h>,4325,
59052,424693,424694,〔11944｜14｜34｜10〕,<H>מְּלָאכָ֔ה<h><H> <h>,4399,מלאכ
47982,349827,349828,〔16711｜20｜11｜22〕,<H>טָֽעַם<h><H>׃ <h>,2940,טעמ
2887,23729,23730,〔1272｜1｜42｜19〕,<H>אֲחִיכֶ֣ם<h><H> <h>,251,
21394,168118,168119,〔8362｜10｜14｜5〕,<H>אִישִֽׁי<h><H>׃ <h>,376,אנשׁ
2102,17092,17093,〔911｜1｜31｜37〕,<H>אַחֶ֑יךָ<h><H> <h>,251,
48092,350420,350421,〔16777｜20｜14｜4〕,<H>אֵב֣וּס<h><H> <h>,18,אבס
12553,91613,91614,〔4830｜4｜34｜13〕,<H>אָ֗רֶץ<h><H> <h>,776,ארצ
51352,369923,369924,〔12864｜17｜9｜29〕,<H>תֹּ֑קֶף<h><H> <h>,8633,תקפ
38542,292883,292884,〔22216｜28｜9｜7〕,<H>פְּקֻדָּ֗ה<h><H> <h>,6486,פקד
57843,414154,414155,〔11508｜14｜15｜17〕,<H>בָּמֹ֔ות<h><H> <h>,1116,
34708,269896,269897,〔20712｜26｜13｜3〕,<H>אֲדֹנָ֣י<h><H> <h>,136,אדנ
21261,167157,167158,〔8320｜10｜13｜2〕,<H>מְאֽוּמָה<h><H>׃ <h>,3972,
55937,400094,400095,〔10858｜13｜16｜37〕,<H>תָּמִ֖יד<h><H> <h>,8548,
17756,135484,135485,〔6874｜7｜12｜4〕,<H>פְּלִיטֵ֤י<h><H> <h>,6412,פלט
41133,310647,310648,〔23145｜39｜4｜6〕,<H>חֵֽרֶם<h><H>׃ <h>,2764,חרמ
33039,258503,258504,〔20004｜24｜43｜6〕,<H>שָׁפָ֑ן<h><H> <h>,8227,שׂפנ
15016,110712,110713,〔5732｜5｜31｜3〕,<H>גֹּויִ֥ם<h><H> <h>,1471,
2789,23002,23003,〔1232｜1｜41｜36〕,<H>אֹ֤כֶל<h><H> <h>,400,אכל
40252,303820,303821,〔22827｜36｜3｜6〕,<H>גֹויִ֗ם<h><H> <h>,1471,
32341,251886,251887,〔19751｜24｜32｜19〕,<H>עֵצָ֔ה<h><H> <h>,6098,יעצ
56548,405075,405076,〔11121｜13｜27｜11〕,<H>חֻשָׁתִ֖י<h><H> <h>,2843,
25452,201414,201415,〔9805｜12｜10｜11〕,<H>שָׂרִֽיד<h><H>׃ <h>,8300,שׂרד
6136,48234,48235,〔2520｜2｜34｜23〕,<H>אָדֹ֥ן<h><H>׀ <h>,136,אדנ
57985,415431,415432,〔11566｜14｜18｜23〕,<H>לֶּ֑חִי<h><H> <h>,3895,
54427,385539,385540,〔12390｜16｜5｜7〕,<H>אָחִ֖יו<h><H> <h>,251,
13816,101712,101713,〔5307｜5｜14｜16〕,<H>תִּנְשָֽׁמֶת<h><H>׃ <h>,8580,נשׁמ
10540,75142,75143,〔3937｜4｜7｜86〕,<H>קְטֹ֔רֶת<h><H> <h>,7004,
36969,284259,284260,〔21446｜26｜38｜20〕,<H>רֶ֨מֶשׂ֙<h><H> <h>,7431,רמשׂ
6001,46940,46941,〔2459｜2｜32｜20〕,<H>עֵ֨גֶל<h><H> <h>,5695,
27709,218692,218693,〔18035｜23｜20｜5〕,<H>מַבָּטָ֔ם<h><H> <h>,4007,
46628,342300,342301,〔13475｜18｜26｜7〕,<H>אֶ֝֗רֶץ<h><H> <h>,776,ארצ
431,2705,2706,〔143｜1｜6｜5〕,<H>אָ֑רֶץ<h><H> <h>,776,ארצ
28449,223232,223233,〔18303｜23｜33｜23〕,<H>תָּרְנָם֙<h><H> <h>,8650,
21653,170025,170026,〔8438｜10｜16｜11〕,<H>מֵּעַ֖י<h><H> <h>,4578,
55211,392946,392947,〔10396｜13｜4｜10〕,<H>גְּבוּלִי֙<h><H> <h>,1366,גבל
26227,208150,208151,〔10098｜12｜19｜36〕,<H>מֶֽלֶךְ<h><H>־<h>,4428,מלכ
15047,111094,111095,〔5746｜5｜31｜17〕,<H>צָרֹ֑ות<h><H> <h>,6869,
40652,306992,306993,〔22979｜38｜8｜2〕,<H>חֵמָ֥ה<h><H> <h>,2534,יחמ
21515,168900,168901,〔8392｜10｜15｜2〕,<H>דֶּ֣רֶךְ<h><H> <h>,1870,דרכ
54519,386309,386310,〔12420｜16｜6｜18〕,<H>חָתָ֥ן<h><H> <h>,2860,חתנ
7247,53799,53800,〔2809｜3｜4｜13〕,<H>קָּהָ֑ל<h><H> <h>,6951,קהל
37251,285907,285908,〔21521｜26｜40｜43〕,<H>שְׁפַתַּ֗יִם<h><H> <h>,8240,שׁפת
1123,7902,7903,〔431｜1｜18｜6〕,<H>קֶ֣מַח<h><H> <h>,7058,
34609,269120,269121,〔20671｜26｜11｜15〕,<H>אָ֖רֶץ<h><H> <h>,776,ארצ
53852,381392,381393,〔12198｜15｜7｜24〕,<H>כָל<h><H>־<h>,3606,
18230,139326,139327,〔7035｜7｜19｜10〕,<H>אִישׁ֙<h><H> <h>,376,אנשׁ
51430,370366,370367,〔21751｜27｜1｜13〕,<H>יְלָדִ֔ים<h><H> <h>,3206,ילד
30875,239787,239788,〔19198｜24｜9｜22〕,<H>אָדָ֔ם<h><H> <h>,120,אדמ
37401,286795,286796,〔21559｜26｜42｜6〕,<H>עַמּוּדֵ֖י<h><H> <h>,5982,עמד
35982,278039,278040,〔21137｜26｜27｜15〕,<H>אֶשְׁכָּרֵֽךְ<h><H>׃ <h>,814,
12748,93332,93333,〔4918｜5｜1｜25〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
51323,369703,369704,〔12857｜17｜9｜22〕,<H>שִׂמְחָ֔ה<h><H> <h>,8057,
12150,88407,88408,〔4640｜4｜29｜31〕,<H>תָּמִ֔יד<h><H> <h>,8548,
49488,358416,358417,〔17597｜22｜4｜14〕,<H>לְבֹונָ֑ה<h><H> <h>,3828,
4826,40325,40326,〔2100｜2｜21｜22〕,<H>אִשָּׁ֤ה<h><H> <h>,802,אישׁ
41960,315648,315649,〔14396｜19｜34｜7〕,<H>מַלְאַךְ<h><H>־<h>,4397,מלאכ
30399,236293,236294,〔19017｜24｜3｜14〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
21482,168664,168665,〔8383｜10｜14｜26〕,<H>רֹאשֹׁו֒<h><H> <h>,7218,ראשׁ
21838,171872,171873,〔8510｜10｜18｜31〕,<H>אֲדֹנִ֣י<h><H> <h>,113,אדנ
5682,44927,44928,〔2357｜2｜29｜20〕,<H>אֹ֤זֶן<h><H> <h>,241,אזנ
21308,167518,167519,〔8336｜10｜13｜18〕,<H>כְּתֹ֣נֶת<h><H> <h>,3801,
28033,220638,220639,〔18157｜23｜27｜5〕,<H>שָׁלֹ֖ום<h><H> <h>,7965,שׁלמ
47960,349735,349736,〔16701｜20｜11｜12〕,<H>אִ֖ישׁ<h><H> <h>,376,אנשׁ
18041,137838,137839,〔6976｜7｜16｜26〕,<H>עַמֻּדִ֔ים<h><H> <h>,5982,עמד
57098,408277,408278,〔11255｜14｜4｜8〕,<H>יָּמִ֖ין<h><H> <h>,3225,ימנ
31544,245151,245152,〔19449｜24｜21｜8〕,<H>דֶּ֥רֶךְ<h><H> <h>,1870,דרכ
8793,64359,64360,〔3318｜3｜19｜36〕,<H>צֶ֣דֶק<h><H> <h>,6664,צדק
37329,286412,286413,〔21541｜26｜41｜14〕,<H>קָּדִ֖ים<h><H> <h>,6921,קדמ
14873,109429,109430,〔5677｜5｜28｜65〕,<H>דַֽאֲבֹ֥ון<h><H> <h>,1671,דאב
22191,174577,174578,〔8632｜10｜22｜29〕,<H>נֵירִ֖י<h><H> <h>,5216,
3531,28890,28891,〔1544｜2｜1｜11〕,<H>סִבְלֹתָ֑ם<h><H> <h>,5450,
16169,120376,120377,〔6156｜6｜13｜1〕,<H>אָ֛רֶץ<h><H> <h>,776,ארצ
9324,67675,67676,〔3499｜3｜25｜29〕,<H>מֹושַׁב֙<h><H> <h>,4186,ישׁב
17413,131971,131972,〔6715｜7｜7｜20〕,<H>לַּפִּדִ֔ים<h><H> <h>,3940,
58943,423593,423594,〔11897｜14｜32｜21〕,<H>מֵעָ֔יו<h><H> <h>,4578,
39602,300026,300027,〔22608｜33｜2｜12〕,<H>אָדָֽם<h><H>׃ <h>,120,אדמ
3941,32679,32680,〔1729｜2｜8｜18〕,<H>חַרְטֻמִּ֧ים<h><H> <h>,2748,
37839,289098,289099,〔21658｜26｜46｜2〕,<H>דֶּרֶךְ֩<h><H> <h>,1870,דרכ
45149,333328,333329,〔16142｜19｜130｜1〕,<H>מַּעֲלֹ֑ות<h><H> <h>,4609,
17155,129826,129827,〔6620｜7｜4｜20〕,<H>אֹ֑הֶל<h><H> <h>,168,אהל
29258,228755,228756,〔18614｜23｜47｜14〕,<H>אֵ֣שׁ<h><H> <h>,784,אשׁ
56518,404917,404918,〔11113｜13｜27｜3〕,<H>רֹ֛אשׁ<h><H> <h>,7218,ראשׁ
10274,74215,74216,〔3870｜4｜7｜19〕,<H>מִשְׁקָלָהּ֒<h><H> <h>,4948,שׁקל
8706,63807,63808,〔3282｜3｜18｜30〕,<H>חֻקֹּ֤ות<h><H> <h>,2708,
24726,195115,195116,〔9547｜12｜1｜13〕,<H>עֲבָדֶ֥יךָֽ<h><H> <h>,5650,עבד
33413,261221,261222,〔20133｜24｜49｜5〕,<H>פַּ֗חַד<h><H> <h>,6343,פחד
4737,39733,39734,〔2062｜2｜20｜10〕,<H>מְלָאכָ֡֜ה<h><H> <h>,4399,מלאכ
28493,223466,223467,〔18316｜23｜34｜12〕,<H>אָֽפֶס<h><H>׃ <h>,657,אפס
46225,339952,339953,〔13227｜18｜15｜23〕,<H>לֶּ֣חֶם<h><H> <h>,3899,לחמ
21934,172593,172594,〔8536｜10｜19｜24〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
9982,72424,72425,〔3776｜4｜4｜32〕,<H>עֲבֹדָתָ֑ם<h><H> <h>,5656,עבד
4731,39707,39708,〔2059｜2｜20｜7〕,<H>שָּֽׁוְא<h><H>׃ פ <h>,7723,
41726,314121,314122,〔14258｜19｜25｜6〕,<H>רַחֲמֶ֣יךָ<h><H> <h>,7356,רחמ
48267,351263,351264,〔16868｜20｜16｜27〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
56820,406667,406668,〔11188｜13｜29｜23〕,<H>מֶ֛לֶךְ<h><H> <h>,4428,מלכ
50796,366435,366436,〔12740｜17｜2｜15〕,<H>מֶּ֗לֶךְ<h><H> <h>,4428,מלכ
555,3408,3409,〔178｜1｜7｜18〕,<H>תֵּבָ֖ה<h><H> <h>,8392,
18596,142086,142087,〔7240｜9｜1｜27〕,<H>שְׁאֵ֣לָתִ֔י<h><H> <h>,7596,שׁאל
5170,42750,42751,〔2243｜2｜26｜7〕,<H>אֹ֖הֶל<h><H> <h>,168,אהל
45173,333495,333496,〔16158｜19｜132｜6〕,<H>יָֽעַר<h><H>׃ <h>,3293,
25019,197756,197757,〔9660｜12｜5｜12〕,<H>חֵמָֽה<h><H>׃ <h>,2534,יחמ
55966,400368,400369,〔10871｜13｜17｜7〕,<H>צֹּ֑אן<h><H> <h>,6629,צאנ
33085,258843,258844,〔20018｜24｜44｜7〕,<H>נַפְשֹׁ֣תֵכֶ֔ם<h><H> <h>,5315,נפשׁ
28578,224005,224006,〔18342｜23｜36｜11〕,<H>חֹומָֽה<h><H>׃ <h>,2346,
4874,40671,40672,〔2119｜2｜22｜5〕,<H>מֵיטַ֥ב<h><H> <h>,4315,יטב
45129,333202,333203,〔16128｜19｜128｜1〕,<H>מַּ֫עֲלֹ֥ות<h><H> <h>,4609,
16791,126232,126233,〔6463｜6｜23｜2〕,<H>שֹֽׁטְרָ֑יו<h><H> <h>,7860,
36927,284010,284011,〔21437｜26｜38｜11〕,<H>פְּרָזֹ֔ות<h><H> <h>,6519,
18496,141291,141292,〔7117｜7｜21｜14〕,<H>נְּשֵׁ֖י<h><H> <h>,802,אישׁ
50780,366347,366348,〔12737｜17｜2｜12〕,<H>תַמְרוּקֵ֖י<h><H> <h>,8562,מרק
30092,233994,233995,〔18901｜23｜65｜3〕,<H>תָּמִ֑יד<h><H> <h>,8548,
41785,314543,314544,〔14298｜19｜27｜12〕,<H>נֶ֣פֶשׁ<h><H> <h>,5315,נפשׁ
15916,118400,118401,〔6067｜6｜10｜2〕,<H>מַּמְלָכָ֑ה<h><H> <h>,4467,מלכ
29933,233069,233070,〔18847｜23｜61｜3〕,<H>שֶׁ֤מֶן<h><H> <h>,8081,שׁמנ
54577,386719,386720,〔12457｜16｜7｜36〕,<H>מֵאֹ֖ות<h><H> <h>,3967,
36933,284053,284054,〔21438｜26｜38｜12〕,<H>טַבּ֥וּר<h><H> <h>,2872,
21699,170614,170615,〔8464｜10｜17｜14〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
5220,42975,42976,〔2254｜2｜26｜18〕,<H>מִּשְׁכָּ֑ן<h><H> <h>,4908,שׁכנ
19824,154384,154385,〔7774｜9｜21｜1〕,<H>אִ֖ישׁ<h><H> <h>,376,אנשׁ
5154,42688,42689,〔2240｜2｜26｜4〕,<H>יְרִיעָ֔ה<h><H> <h>,3407,
53724,380868,380869,〔12172｜15｜6｜20〕,<H>כֹּהֲנִ֧ים<h><H> <h>,3548,כהנ
44525,329647,329648,〔15721｜19｜107｜21〕,<H>אָדָֽם<h><H>׃ ׆ <h>,120,אדמ
59109,425166,425167,〔11961｜14｜34｜27〕,<H>בְּגָדֶ֖יךָ<h><H> <h>,899,בגד
46094,338949,338950,〔13124｜18｜11｜15〕,<H>מּ֑וּם<h><H> <h>,3971,
34196,266412,266413,〔20547｜26｜4｜17〕,<H>מָ֑יִם<h><H> <h>,4325,
49765,359840,359841,〔17348｜21｜2｜14〕,<H>רֹאשֹׁ֔ו<h><H> <h>,7218,ראשׁ
23819,186671,186672,〔9183｜11｜12｜31〕,<H>בָּמֹ֑ות<h><H> <h>,1116,
1554,11861,11862,〔631｜1｜24｜39〕,<H>אֲדֹנִ֑י<h><H> <h>,113,אדנ
27731,218826,218827,〔18043｜23｜21｜7〕,<H>קָֽשֶׁב<h><H>׃ <h>,7182,קשׁב
26426,210195,210196,〔10178｜12｜23｜12〕,<H>נַ֥חַל<h><H> <h>,5158,נחל
54360,385126,385127,〔12372｜16｜4｜12〕,<H>פְּעָמִ֔ים<h><H> <h>,6471,פעמ
34583,268964,268965,〔20663｜26｜11｜7〕,<H>אֲדֹנָ֣י<h><H> <h>,136,אדנ
41574,313284,313285,〔14179｜19｜19｜10〕,<H>נֶּחֱמָדִ֗ים<h><H> <h>,2530,
55290,393847,393848,〔10453｜13｜5｜24〕,<H>רָאשֵׁ֣י<h><H> <h>,7218,ראשׁ
26441,210285,210286,〔10181｜12｜23｜15〕,<H>בָּמָ֛ה<h><H> <h>,1116,
